ID,DifficultyID,CategoryRecoveryTime,RecoveryTime,StartRecoveryTime,AuraSpellID,SpellID
59225,,10000,,,,291967
59226,,,2000,1500,,292029
59227,,,120000,,,292028
59228,,750,,,,292057
59229,,750,,,,292058
59230,,1000,,,,292060
59231,,,5000,,,291961
59234,,,10000,1500,,292139
59235,,,30000,1500,,292140
59236,,,10000,1500,,292141
59237,,,30000,1500,,292142
59239,,60000,60000,,,292150
59240,,,180000,,,292152
59241,,30000,,1500,,292155
59242,,,90000,,,292158
59243,,,60000,1000,,292164
59244,,,120000,,,292169
59246,,,10000,,,271370
59247,,,30000,,,292187
59248,,1500,3000,,,292217
59249,,1500,3000,,,292220
59250,,60000,,,,292222
59251,,,60000,1500,,292224
59252,,1500,,,,292225
59253,,1500,,,,292223
59254,,1500,,,,292227
59255,,120000,,,,292230
59260,,,600000,,,292265
59261,,,120000,1500,,292266
59262,,,,1500,,292274
59263,,,,1500,,292275
59264,,1000,,,,292263
59266,,1000,,,,292287
59267,,,12000,1500,,292294
59268,,,1000,,,292291
59269,,,90000,,,292300
59270,,,45000,1500,,292306
59271,,,30000,,,290213
59273,,,,1500,,292349
59275,,,7000,,,292352
59276,,,5000,,,292353
59277,,,30000,,,292366
59278,,,3000,,,292367
59279,,,20000,1500,,292406
59280,,,30000,,,292408
59281,,,30000,,,292409
59282,,,30000,,,292410
59289,,,30000,,,292423
59290,,,30000,,,292424
59291,,,30000,,,292425
59292,,180000,,,,292427
59293,,120000,,1500,,292431
59294,,,,1500,,292449
59295,,,,1500,,285140
59296,,15000,,,,292490
59303,,,4000,,,292542
59304,,,,1500,,292569
59305,,,,1500,,292575
59306,,,5500,1500,,292576
59307,,,1000,,,292579
59308,,,5500,1500,,292587
59309,,,500,,,292592
59311,,15000,,,,292598
59312,,,15000,1500,,292600
59313,,,500,,,292601
59314,,,,1500,,292608
59315,,,6000,,,292609
59316,,,,1000,,292610
59317,,,,1000,,292624
59318,,,7000,1000,,292625
59319,,,,1000,,292626
59320,,,1000,,,292627
59321,,,90000,,,292628
59324,,,8000,1000,,292649
59325,,,,1500,,292659
59326,,,,1500,,292668
59327,,,,1500,,292669
59328,,,20000,,,292672
59329,,,,1500,,292673
59330,,,300000,,,292686
59331,,5000,10000,,,292691
59332,,,30000,,,292692
59333,,,,1500,,288395
59334,,,,1500,,292700
59335,,,5000,1500,,292701
59336,,,,1500,,292702
59337,,,1500,,,292703
59338,,,6000,1500,,292704
59339,,,,1500,,292711
59340,,,3000,,,292713
59341,,,10000,,,292733
59342,,,5000,1500,,292734
59343,,,,1500,,292742
59344,,432000000,,,,292752
59345,,,,1500,,292629
59347,,,,2000,,288619
59348,,,,9000,,288345
59349,,1000,,,,289940
59351,,,,1500,,292813
59353,,1000,12000,,,283124
59354,,1000,3000,,,283097
59355,,1000,12000,,,283183
59356,,1000,20000,,,283161
59357,,1000,3000,,,283125
59358,,1000,16000,,,283206
59359,,1000,20000,,,283080
59360,,1000,8000,,,283024
59361,,1000,11000,,,283067
59363,,3000,,,,292903
59365,,,5000,,,292918
59366,,,1000,,,292923
59367,,6000,,,,292926
59368,,6000,,,,292974
59371,,,,1500,,293017
59372,,,60000,,,293019
59373,,,120000,1000,,293020
59376,,,60000,1500,,293031
59377,,,150000,1500,,293032
59378,,2000,,,,293055
59380,,,30000,,,293066
59381,,,30000,,,293069
59382,,,,1500,,293072
59383,,,30000,,,293083
59387,,,15000,,,293097
59389,,,1000,1000,,293120
59394,,,12000,,,293171
59396,,,1000,,,293188
59397,,,,1000,,286152
59398,,,,1000,,286192
59399,,,,1000,,286215
59400,,,,1000,,286219
59401,,,,1000,,286226
59419,,,10000,,,293227
59425,,,30000,,,127757
59427,,,15000,,,293512
59429,,,10000,,,293480
59430,,,3000,,,293172
59431,,,6000,1500,,293547
59433,,3000,,,,293573
59434,,,10000,,,293599
59435,,2000,,,,293613
59441,,,3600000,,,293671
59444,,,6000,,,293714
59446,,,,1500,,293717
59450,,8000,,,,286427
59451,,15000,,,,282030
59452,,15000,,,,285818
59453,,,3000,,,293771
59454,,3000,,,,293776
59455,,,,1000,,293779
59456,,,,1000,,293780
59457,,,1000,,,293786
59458,,,60000,,,293795
59460,,,120000,,,293809
59461,,,120000,,,279924
59462,,,120000,,,293822
59463,,,,1500,,293840
59464,,60000,,1000,,293866
59465,,,60000,1500,,293887
59468,,,5000,1500,,293894
59469,,,3000,1500,,293895
59472,,,4000,,,293985
59475,,,,1500,,293994
59480,,8000,,,,294061
59482,,,10000,1500,,294072
59483,,,30000,,,294108
59484,,,,1500,,294133
59485,,,5000,,,288383
59486,,,5000,,,288686
59487,,,5000,,,288684
59488,,,5000,,,288685
59490,,,,1000,,294199
59491,,,,1500,,294206
59492,,,,1500,,294211
59493,,,,1500,,294231
59494,,,1000,,,294239
59496,,,,1500,,294274
59497,,,,1500,,294275
59498,,,,1500,,294276
59499,,,,1500,,294277
59500,,,,1500,,294278
59501,,,,1500,,294279
59502,,,,1500,,294280
59503,,45000,,1500,,294284
59504,,,,1500,,294288
59506,,,,1500,,294302
59507,,,4000,,,294335
59508,,,4000,,,294341
59509,,,8000,,,294342
59512,,,20000,,,294356
59513,,,,1500,,294362
59515,,180000,,,,294383
59516,,180000,,,,294384
59517,,,10000,,,287299
59518,,6000,,,,294401
59519,,,5000,,,294391
59520,,,12000,,,294448
59522,,,4000,,,294389
59523,,,3000,,,294485
59525,,3000,,,,294540
59526,,,3000,,,294353
59527,,5000,,,,294546
59528,,5000,,,,294543
59529,,5000,,,,294544
59530,,,,1500,,294572
59531,,,5000,,,294591
59532,,3000,15000,,,294575
59533,,,60000,,,294622
59534,,1000,,,,294625
59535,,1000,,,,294626
59536,,1000,,,,294627
59537,,3000,,,,294637
59538,,3000,,,,294643
59539,,,180000,,,294658
59540,,3000,18000,,,294665
59541,,3000,,,,158020
59542,,,,1500,,294666
59543,,,,1500,,294671
59544,,3000,,,,294667
59545,,,,1500,,294675
59546,,,,1500,,294678
59547,,,,1500,,294680
59548,,,,1500,,294702
59549,,,,1500,,294704
59550,,,,1500,,294705
59552,,,3600000,,,294703
59553,,,1000,,,294710
59554,,,5000,,,294722
59555,,,4000,,,294723
59556,,5000,,,,294731
59557,,2000,,,,294746
59558,,4000,15000,,,294864
59559,,4000,,,,294868
59560,,3000,,,,294882
59561,,3000,,,,294617
59562,,,30000,,,294895
59563,,,10000,,,294897
59564,,1000,,,,294876
59566,,8000,,,,294915
59567,,,150000,1500,,294926
59568,,4000,15000,,,294927
59569,,,5000,,,294934
59571,,,5000,,,294958
59572,,,1000,,,294982
59575,,3000,25000,,,295018
59576,,3000,,,,295009
59577,,3600000,,,,295037
59578,,3600000,,,,295042
59579,,,300,,,290642
59581,,,,1500,,295089
59582,,,,1500,,295101
59583,,,,1500,,295102
59585,,2000,,,,295144
59586,,,35000,,,295145
59587,,,8000,,,295151
59588,,3000,,,,293728
59589,,3000,,,,293938
59590,,2000,,,,295159
59591,,,90000,,,295193
59592,,,60000,1500,,295186
59593,,,1500,,,126182
59594,,,,1500,,295231
59595,,,15000,1300,,295236
59596,,,25000,1500,,295238
59597,,,20000,1500,,295240
59598,,,1000,,,295241
59599,,,90000,1500,,295258
59600,,,90000,1500,,295261
59604,,13000,,,,283551
59605,,,5000,1500,,295282
59606,,,,1500,,295283
59607,,,20000,1500,,295291
59610,,,10000,1500,,295304
59611,,,10000,1500,,295311
59612,,,,1500,,295320
59613,,,,1500,,295324
59614,,,3000,,,295328
59615,,,60000,1500,,295337
59621,,,,1500,,295373
59622,,,,1500,,295409
59623,,,30000,1500,,295411
59625,,3000,,,,294015
59627,,,10000,1500,,295418
59628,,,,1500,,295420
59629,,,10000,1500,,295422
59630,,,,1500,,295425
59631,,3000,,,,295433
59632,,,,1500,,295438
59634,,,180000,,,295450
59636,,,45000,1500,,295459
59638,,20000,120000,,,295271
59639,,1000,,,,295504
59640,,1000,,,,295505
59641,,,30000,,,295508
59644,,,11000,1500,,295541
59645,,,4800,1500,,295546
59646,,,,1500,,295574
59647,,,,1500,,295576
59648,,,8500,1500,,295580
59649,,,8000,1500,,295604
59651,,,8000,1500,,295618
59652,,,60000,,,295174
59653,,1000,5000,,,283017
59654,,1000,8000,,,283014
59655,,1000,3000,,,283190
59656,,,180000,,,295654
59657,,,5000,,,294709
59658,,,4000,1500,,295670
59659,,,11000,1000,,295671
59660,,3000,,1500,,295676
59661,,,,1500,,295677
59662,,,,1500,,295678
59663,,,,1500,,295679
59664,,,8500,1500,,295680
59665,,,3600000,,,295689
59666,,,,1500,,295698
59668,,,11000,1500,,295710
59670,,,,1500,,295722
59671,,,,1500,,295724
59672,,,,1500,,295725
59674,,,180000,1500,,295746
59676,,,,1000,,295793
59677,,,120000,1500,,295828
59678,,,180000,1500,,295840
59680,,,,500,,295856
59681,,,6000,1500,,295871
59683,,,,1500,,295879
59684,,,,1500,,295884
59688,,,60000,,,295905
59689,,,,1500,,295906
59693,,,30000,1500,,295946
59694,,,30000,1500,,295947
59695,,,30000,,,295952
59696,,,90000,,,295953
59697,,,1000,,,295959
59698,,,60000,,,295958
59699,,20000,60000,,,295962
59700,,,60000,,,295849
59701,,,60000,,,295848
59702,,,60000,,,295802
59703,,,60000,,,295389
59708,,,180000,,,296034
59709,,,,1500,,296035
59710,,,180000,1500,,296036
59711,,,15000,,,296040
59712,,,,1500,,296049
59714,,,30000,,,284732
59715,,,30000,1500,,296072
59716,,,15000,,,296079
59718,,,15000,,,296092
59719,,,180000,1500,,296094
59722,,,15000,,,296127
59723,,,15000,,,296128
59724,,,15000,,,296132
59725,,,15000,,,296133
59726,,,,1500,,296137
59727,,,15000,,,296152
59729,,,15000,,,296160
59730,,,15000,,,296170
59731,,,15000,,,296177
59732,,,15000,,,296179
59733,,,15000,,,296181
59734,,,15000,,,296183
59735,,,15000,,,296185
59736,,,15000,,,296186
59737,,,15000,1500,,296197
59740,,,,5000,,296039
59742,,,,1500,,296208
59743,,,4000,,,296209
59744,,5000,,,,295932
59745,,4000,,,,295929
59746,,,4000,,,296222
59747,,,4000,,,296224
59748,,,60000,1500,,296230
59752,,,3600000,,,295044
59753,,,1800000,,,296238
59754,,,45000,,,296033
59755,,,15000,,,296277
59756,,,15000,,,296280
59757,,,15000,,,296282
59758,,,15000,,,296284
59759,,,15000,,,296288
59760,,,15000,,,296290
59761,,,15000,,,296291
59762,,,30000,,,296296
59764,,,1000,,,290251
59765,,,1000,,,290265
59766,,,5000,,,295664
59767,,,60000,,,296407
59768,,,1500,1500,,296448
59769,,,60000,,,296527
59770,,,60000,,,296529
59771,,,60000,,,296530
59772,,,10000,,,292144
59773,,,,1500,,296580
59774,,,,1500,,296584
59775,,,,1500,,296585
59776,,,,1500,,296591
59777,,,,1500,,296592
59779,,,600000,,,292764
59780,,,5000,,,296623
59781,,,500,,,296660
59782,,,5000,,,296661
59783,,,3000,,,296673
59784,,,15000,,,296683
59785,,,600000,,,296717
59786,,,15000,,,296755
59787,,,3000,,,296787
59790,,,6000,,,296817
59791,,,45000,1500,,296823
59792,,,8000,,,296825
59793,,,8000,,,296826
59798,,3000,,,,296850
59800,,,1000,,,296859
59801,,,2000,1000,,296887
59804,,5000,,,,294185
59805,,3000,,,,294195
59806,,3000,,,,297020
59807,,1500,,,,297067
59809,,,120000,1500,,297108
59813,,1000,,,,296182
59814,,12000,,,,297151
59815,,3000,,,,297194
59816,,,1000,500,,297198
59817,,1000,,,,297222
59818,,1000,,,,297226
59819,,4000,,,,297230
59820,,1000,,,,297263
59822,,1000,6000,,,297243
59823,,,60000,1500,,297375
59824,,12000,,,,297381
59825,,1000,1000,,,297379
59828,,1000,,,,297418
59830,,,30000,,,297421
59831,,5000,,,,296807
59832,,5000,,,,296729
59833,,,1000,,,297429
59834,,1000,20000,,,297420
59835,,2000,,,,297447
59837,,2000,,,,297459
59839,,1000,,1000,,297563
59840,,3000,,,,297584
59841,,3000,,,,297662
59842,,3000,,,,297665
59845,,,2000,,,297706
59905,,,1000,,,295188
59906,,10000,,,,297834
59907,,10000,,,,297835
59908,,,,1000,,297860
59909,,,1000,,,297861
59910,,,7000,,,297891
59911,,2000,,,,297923
59912,,,30000,,,297944
59913,,,30000,,,297952
59914,,,,1000,,297974
59915,,3000,,,,297806
59916,,18000,,,,297927
59917,,8000,,,,297837
59918,,8000,,,,298026
59919,,3000,,,,298014
59926,,,5000,,,297894
59927,,,1000,,,204235
59928,,,,3000,,298063
59929,,,,1500,,298068
59930,,,45000,1000,,298080
59931,,,45000,1000,,298081
59932,,10000,,,,297985
59933,,1000,3000,,,298096
59934,,5000,,,,297128
59935,,1000,,,,298146
59936,,1000,,,,298152
59937,,1000,,,,298153
59938,,1000,,,,298154
59939,,1000,,,,298155
59940,,,90000,1500,,298168
59941,,,8000,,,298209
59942,,5000,,,,292159
59943,,,6000,,,298265
59944,,,90000,,,298273
59945,,,90000,,,298277
59946,,,60000,1500,,298309
59947,,,60000,1500,,298312
59950,,20000,120000,,,295501
59951,,,3000,,,298356
59952,,,120000,1500,,298357
59953,,,2000,,,298399
59955,,,3000,,,298400
59956,,,8000,,,298429
59958,,,30000,1500,,298460
59959,,,60000,1500,,298452
59960,,,30000,1500,,298487
59963,,5000,5000,,,296914
59965,,,3000,,,298559
59968,,,60000,1000,,298628
59969,,9000,,,,298591
59970,,12000,,,,298670
59971,,,1000,,,298684
59972,,3000,,,,298675
59973,,,6000,,,298769
59974,,,10000,,,298774
59975,,,15000,,,298777
59976,,,1500,,,298772
59977,,,,1500,,298806
59978,,,,1500,,298810
59979,,,,1500,,298811
59980,,,,1500,,298813
59982,,,60000,,,298818
59983,,2000,,,,298641
59985,,,60000,,,298832
59986,,,,1500,,298861
59990,,,15000,,,298955
59991,,,5000,,,298966
59992,,,5000,5000,,299037
59993,,,900000,1500,,299042
59994,,,5000,5000,,299043
59995,,,30000,1500,,299046
59997,,,8000,,,299072
59998,,,900000,1000,,299083
59999,,,900000,1000,,299084
60000,,10000,,,,298571
60001,,10000,,,,299085
60002,,180000,,,,299099
60003,,20000,120000,1500,,293491
60004,,2000,,,,299107
60006,,,4000,,,299140
60007,,,60000,,,299166
60008,,3000,,,,299167
60010,,3000,,,,299212
60012,,,60000,,,299232
60016,,,25000,1500,,299256
60017,,,8000,1500,,299258
60018,,60000,,,,299260
60019,,,7500,1500,,299268
60020,,,68000,1000,,299273
60021,,,68000,,,299275
60022,,2000,,,,299301
60023,,,60000,1000,,299334
60024,,,90000,1500,,299336
60025,,,90000,1500,,299338
60026,,,60000,1000,,299345
60027,,,60000,1000,,299347
60028,,,,1000,,299349
60029,,,,1000,,299353
60030,,,180000,1000,,299355
60031,,,180000,1000,,299358
60032,,,120000,1000,,299360
60033,,,120000,1000,,299364
60034,,,120000,1000,,299372
60035,,,120000,1000,,299374
60036,,,45000,1000,,299376
60037,,,45000,1000,,299378
60038,,,10000,,,299379
60039,,,2000,,,299326
60040,,,10000,,,299344
60041,,,15000,,,299330
60042,,2000,,,,299225
60043,,2000,,,,299327
60044,,3000,,,,299415
60046,,2000,,,,299434
60047,,2000,,,,299427
60049,,,300000,20000,,299455
60050,,7000,,1500,,299468
60051,,,1000,,,299536
60052,,,1000,,,299537
60053,,2000,,,,299584
60054,,5000,,,,299588
60055,,,60000,,,299631
60056,,,60000,,,299632
60057,,,60000,,,299647
60058,,,60000,,,299648
60059,,3000,,,,299479
60060,,3000,,,,299484
60062,,2000,,,,299806
60063,,2000,,,,299807
60064,,,300000,,,296783
60065,,,300000,,,296819
60066,,3000,,,,299822
60067,,2000,,,,299821
60068,,2000,,,,299809
60069,,2000,,,,299811
60070,,900000,,,,299843
60071,,,600000,,,299852
60072,,,120000,20000,,299869
60073,,,30000,1500,,299875
60074,,,30000,1500,,299876
60075,,,180000,1500,,299882
60076,,,180000,1500,,299883
60078,,2000,,,,299889
60079,,2000,,,,299893
60080,,,15000,1500,,299932
60081,,,15000,1500,,299933
60082,,,150000,1500,,299943
60083,,,150000,1500,,299944
60084,,,45000,1500,,299958
60085,,,45000,1500,,299959
60086,,2000,,,,299967
60087,,2000,,,,299972
60088,,2000,,,,299976
60089,,2000,,,,299978
60090,,3000,,,,299992
60091,,,,1500,,299995
60092,,,120000,1000,,300002
60093,,,120000,1000,,300003
60094,,,45000,1000,,300009
60095,,,45000,1000,,300010
60096,,,135000,1000,,300015
60097,,,135000,1000,,300016
60098,,1800000,86400000,1500,,300047
60099,,2000,,,,300082
60100,,5000,,,,300087
60101,,,300000,1000,,300091
60102,,5000,,,,300102
60103,,5000,,,,294884
60105,,,30000,20000,,300140
60106,,,120000,20000,,300142
60107,,,60000,20000,,300145
60108,,2000,,,,300157
60109,,5000,,,,300159
60110,,5000,,,,300177
60111,,5000,,,,300188
60112,,5000,,,,300241
60113,,4000,,,,300309
60114,,,,1500,,300325
60115,,,,1500,,300367
60118,,,,1500,,300381
60119,,,,1500,,300382
60120,,,,1500,,300387
60122,,2000,,,,300403
60123,,3000,,,,300420
60125,,5000,,,,300429
60126,,,,1500,,300433
60127,,5000,,,,300434
60128,,5000,,,,300414
60129,,3000,,,,300436
60130,,3000,,,,300439
60132,,,,1500,,300481
60133,,5000,,,,300508
60135,,,5000,,,294266
60136,,,6000,,,300548
60137,,,5000,,,300552
60138,,,5000,,,300555
60140,,3000,,,,300560
60141,,3000,,,,300547
60142,,3000,,,,300596
60143,,,,1500,,300609
60144,,3000,,,,300610
60145,,20000,45000,,,300612
60146,,,1500,1500,,300613
60147,,,1500,1500,,300615
60148,,,,1500,,300616
60150,,,,1500,,300646
60151,,,,1500,,300647
60152,,5000,,,,300650
60153,,,,1500,,300651
60154,,6000,,,,300663
60157,,,,1500,,300710
60158,,,,1500,,300711
60159,,,,1500,,300712
60160,,,,1500,,300713
60161,,,,1500,,300720
60162,,,3000,,,300721
60163,,,,1500,,300723
60164,,,,1500,,300724
60165,,,,1500,,300728
60166,,,1000,1000,,300745
60167,,,5000,1000,,300747
60168,,,2000,,,300708
60169,,3000,,,,300764
60170,,5000,,,,300774
60171,,,,1500,,300775
60172,,1000,,,,300516
60173,,1000,,,,300767
60174,,1000,,,,300776
60175,,1000,,,,300778
60176,,1000,,,,300779
60177,,1000,,,,300780
60178,,1000,,,,300781
60179,,1000,,,,300782
60180,,1000,,,,300783
60182,,,8000,,,300892
60183,,,120000,,,300907
60184,,,6000,,,300924
60185,,,,1500,,300934
60186,,,3000,,,292369
60187,,,60000,,,300968
60188,,3000,,,,300975
60190,,,3600000,,,301013
60191,,,,1500,,301015
60192,,,,1500,,301020
60193,,,,1500,,301021
60194,,,,1500,,301022
60195,,,,1500,,301023
60196,,,,1500,,301024
60197,,,,1500,,301025
60198,,,,1500,,301026
60199,,,,1500,,301027
60200,,,,1500,,301028
60201,,,,1500,,301029
60202,,,,1500,,301030
60203,,,,1500,,301031
60204,,,,1500,,301032
60205,,,,1500,,301033
60206,,,,1500,,301034
60207,,,,1500,,301035
60208,,,,1500,,301036
60209,,,,1500,,301037
60210,,,,1500,,301038
60211,,,,1500,,301039
60212,,,,1500,,301040
60213,,,,1500,,301041
60214,,,,1500,,301042
60215,,,,1500,,301043
60216,,,,1500,,301044
60217,,,,1500,,301045
60218,,,,1500,,301046
60219,,,,1500,,301047
60220,,,,1500,,301048
60221,,,,1500,,301049
60222,,,,1500,,301050
60223,,,,1500,,301051
60224,,,,1500,,301052
60225,,,,1500,,301053
60226,,,,1500,,301054
60227,,,,1500,,301055
60228,,,,1500,,301056
60229,,,,1500,,301075
60230,,3000,,,,301067
60231,,1000,,,,294202
60232,,15000,,,,301080
60233,,3000,,,,301121
60234,,3000,,,,301124
60235,,,,1500,,301136
60236,,,,1500,,301137
60237,,,,1500,,301162
60238,,3000,,,,301008
60239,,3000,,,,301192
60240,,15000,,,,301204
60242,,15000,,,,301227
60243,,,60000,,,301308
60245,,2000,,,,301352
60248,,,10000,,,301478
60249,,3000,,,,301502
60250,,3000,,,,301504
60251,,3000,,,,301506
60253,,2000,,,,301583
60254,,15000,,,,301592
60255,,15000,,,,301612
60256,,3000,,,,301629
60257,,3000,,,,284219
60259,,,1000,,,301628
60260,,15000,,,,301682
60261,,15000,,,,301681
60263,,3000,,,,301689
60264,,3000,,,,301714
60265,,,,5000,,301719
60266,,,30000,,,301690
60267,,2000,,,,301734
60268,,,20000,,,299366
60269,,,1000,,,301749
60270,,,1000,,,301752
60271,,,1000,,,301757
60272,,,3000,,,298109
60274,,,4000,1000,,301816
60275,,,,1000,,301818
60276,,,8000,1000,,301820
60277,,3000,,,,301833
60278,,20000,60000,,,301834
60280,,3000,,,,301849
60281,,5000,,,,300364
60282,,5000,,,,301427
60283,,1500,5000,,,301860
60284,,9000,,,,301835
60285,,9000,,,,301656
60286,,6000,,,,301748
60287,,,12000,,,301865
60288,,2000,,,,301869
60289,,2000,,,,301875
60291,,3000,,,,301885
60292,,3000,,,,301888
60293,,3000,,,,301890
60294,,3000,,,,301891
60299,,5000,,,,298103
60300,,5000,,,,298413
60301,,5000,,,,298242
60302,,15000,,,,301737
60303,,15000,,,,301521
60304,,,,1500,,301985
60305,,,1000,,,301984
60306,,,,1500,,301992
60307,,,,1500,,301993
60308,,,,1500,,301994
60309,,,,1500,,301996
60310,,,,1000,,301999
60311,,,,1000,,302001
60312,,,,1500,,302003
60313,,,3000,,,302005
60314,,,8000,,,302021
60315,,,2500,,,302022
60317,,3000,,,,302048
60321,,5000,,,,302139
60322,,,1500,,,302140
60325,,,,1500,,302150
60326,,,1000,,,302148
60329,,,15000,,,302183
60330,,,4000,1000,,302196
60331,,5000,,,,302202
60332,,,45000,,,302213
60333,,,,1500,,302238
60334,,,,1500,,302239
60335,,,,1500,,302245
60336,,,,1500,,302246
60337,,,,1500,,302247
60338,,,900000,,,302273
60339,,3000,,,,302274
60340,,3000,,,,302288
60341,,,20000,,,302293
60342,,3000,,,,302295
60343,,3000,,,,302302
60344,,20000,120000,,,302307
60345,,20000,120000,1500,,296971
60346,,20000,120000,,,297104
60347,,,5000,,,302320
60348,,,5000,,,302328
60350,,,,1500,,302348
60352,,,10000,,,302351
60355,,,10000,1000,,302392
60356,,,3000,,,302393
60358,,10000,,,,302398
60359,,10000,,,,302399
60360,,,3000,,,302391
60361,,120000,,,,302406
60362,,15000,,,,302289
60363,,5000,,,,302365
60364,,,6000000,,,302445
60365,,17000,,,,293653
60366,,2000,,,,285180
60367,,15000,,,,302452
60370,,3000,,,,284851
60371,,3000,,,,285820
60372,16,,,,,285376
60373,,,3000,,,302464
60374,,,1000,,,262077
60375,,,4000,,,302476
60376,,,3000,,,302485
60377,,1500,,,,302494
60379,,,1000,,,302498
60380,,,,1500,,302499
60381,,1500,,,,302512
60382,,,30000,1000,,302513
60384,,,15000,1500,,302583
60385,,3000,,,,302578
60386,,3000,,,,298897
60387,,3000,,,,298833
60389,,1500,,,,302592
60390,,3000,,,,302593
60391,,1500,,,,302594
60392,,,3000,,,302616
60393,,,30000,1000,,302624
60394,,,1000,,,302635
60395,,,3600000,,,302644
60397,,1000,,,,302602
60398,,5000,,,,302623
60400,,20000,,,,302642
60402,,,,1500,,302690
60403,,,,1500,,302691
60404,,,,1500,,302692
60405,,,,1500,,302693
60406,,,,1500,,302694
60407,,,,1500,,302695
60408,,,,1000,,302697
60409,,,,1000,,302698
60410,,,,1000,,302700
60411,,,,1000,,302701
60412,,,,1000,,302703
60413,,,,1000,,302704
60414,,,,1500,,302706
60415,,,,1500,,302707
60416,,,,1500,,302708
60417,,,,1500,,302710
60418,,,,1500,,302711
60419,,,,1500,,302712
60420,,,60000,1500,,302731
60421,,3000,,,,302722
60422,,3000,,,,302768
60423,,3000,,,,302772
60425,,3000,,,,302798
60426,,3000,,,,302816
60428,,3000,,,,302852
60430,,,1000,,,302933
60432,,3000,,,,302939
60435,,3000,,,,302943
60436,,2000,,,,302951
60438,,,5000,,,296099
60440,,3000,,,,302972
60443,,3000,,,,302979
60445,,,60000,1500,,302982
60446,,,60000,1500,,302983
60447,,3000,,,,300514
60450,,,,1500,,303011
60453,,,,1500,,303023
60456,,,,1500,,303027
60461,,,10000,1000,,303107
60462,,5000,,,,303118
60463,,3000,,,,303158
60464,,,4000,,,303159
60465,,3000,,,,303161
60466,,3000,,,,303162
60467,,2000,,,,299950
60468,,3000,,,,303167
60469,,,10000,,,303183
60472,,3000,,,,303192
60475,,3000,,,,303197
60476,,3000,,,,303198
60477,,3000,,,,303221
60478,,1000,,,,303240
60479,,1000,1000,,,303241
60480,,1000,3000,,,303242
60481,,3000,,,,303260
60482,,,,1500,,303261
60486,,,,1500,,303271
60487,,5000,,,,303273
60488,,3000,,,,303284
60492,,2000,,,,303302
60493,,3000,,,,303310
60495,,3000,,,,303333
60496,,,120000,,,303350
60498,,,,1500,,303355
60500,,3000,,,,303377
60501,,,10000,,,303400
60502,,3000,,,,303405
60503,,5000,,,,303406
60504,,,,1500,,303409
60505,,3000,,,,303437
60506,,3000,,,,303430
60507,,6000,,,,303441
60508,,1000,,,,303299
60511,,1500,,,,303482
60512,,1500,,,,303495
60515,,3000,,,,303517
60516,,3000,,,,303523
60517,,,,1500,,303541
60518,,3000,,,,303504
60519,,,5000,,,303561
60520,,3000,,,,303563
60521,,20000,20000,,,303564
60522,,3000,,,,303566
60523,,1500,,1500,,303586
60525,,2000,,,,303604
60526,,,,1500,,303608
60527,,3000,,,,303611
60531,,3000,,,,303695
60532,,3000,,,,303706
60533,,3000,,,,303712
60535,,,1000,1500,,302771
60536,,5000,,,,295444
60537,,5000,,,,301141
60538,,5000,,,,299974
60539,,5000,,,,299711
60541,,3000,,,,303762
60542,,,,1500,,303777
60543,,,1500,,,303778
60545,,,60000,,,303769
60546,,,,1500,,303784
60547,,,30000,,,303785
60548,,3000,,,,303820
60549,,3000,,,,303833
60550,,,60000,,,303849
60551,,5000,,,,303852
60553,,3000,,,,303848
60554,,3000,,,,303878
60555,,3000,,,,303885
60556,,2000,,,,303890
60557,,,,1500,,303899
60558,,3000,,,,303909
60559,,3000,,,,303923
60560,,,1000,,,303889
60562,,3000,,,,303888
60563,,2000,,,,303935
60564,,5000,5000,,,303944
60565,,20000,90000,,,303953
60566,,,600000,,,303959
60567,,,600000,,,303960
60568,,5000,,,,303963
60569,,,,1500,,303988
60570,,,,1500,,303989
60571,,,3600000,,,303994
60572,,,3600000,,,303995
60573,,,,1500,,304037
60574,,10000,10000,1000,,304051
60576,,4000,,,,304093
60577,,,1000,,,304102
60578,,,120000,20000,,304106
60579,,,8000,,,304107
60580,,3000,,,,304182
60581,,3000,,,,304187
60582,,,3000,1500,,304202
60583,,7000,,,,304196
60584,,5000,,,,304217
60585,,5000,,,,304213
60586,,5000,,,,304228
60587,,5000,,,,304235
60588,,3000,,,,304244
60589,,,18000,,,304245
60590,,3000,,,,304247
60591,,3000,,,,304249
60595,,3000,,,,304325
60596,,3000,,,,304349
60597,,3000,,,,304358
60598,,3000,,,,304361
60600,,,,1500,,304372
60601,,3000,,,,304377
60602,,3000,,,,296439
60603,,3000,,,,304388
60604,,3000,,,,304392
60605,,3000,,,,304451
60606,,3000,,,,304398
60607,,3000,,,,304454
60608,,3000,,,,304459
60609,,3000,,,,302682
60610,,5000,,,,304348
60611,,2000,,,,304481
60612,,,1000,,,304485
60613,,,1000,,,304487
60614,,,1000,,,304492
60615,,,1000,,,304493
60616,,3000,,,,304494
60617,,,,1500,,304502
60621,,6000,,,,304509
60622,,6000,,,,304403
60623,,4000,,,,304386
60624,,4000,,,,304538
60627,,,,1500,,304545
60628,,3000,,,,304546
60629,,,,1000,,199978
60630,,3000,,,,304556
60631,,,1000,,,304558
60633,,,1500,,,304596
60634,,,1500,,,304597
60635,,,1500,,,304598
60636,,,1000,,,304609
60637,,,1000,,,304615
